batch_id,yield_g_L,purity_percent,hcp_ppm,aggregate_percent
B001,4.942883697082457,96.7982787816506,38.64111039436671,2.566251395673863
B002,3.9642319245212905,96.8634497175567,163.13830877937232,1.1589417901360948
B003,4.724279302345387,96.39958938717228,170.4677355463445,1.424251517500587
B004,3.7514898612496705,87.9203464272864,20.0,6.313504477662515
B005,5.788424612973204,95.33079575450557,45.73802499440646,1.739463540056606
B006,4.4103951972447675,85.91227092964836,65.2588380457553,1.3177024920091767
B007,4.994473861883051,96.37360594338469,196.2838729301974,1.6877917329041745
B008,4.812361987052577,88.20465812801741,20.75091563550852,1.7427520818879392
B009,4.3082235690930295,88.61333342710729,216.59779212283019,4.703355409273001
B010,4.3795847351488755,94.52870193737782,132.52670547538827,1.8474896415178965
B011,4.694114379827423,96.70951835824657,20.0,1.1880298834003398
B012,4.752212961433017,98.25999960408285,116.32460094497918,1.2800323838889127
B013,3.6895475155082127,96.08629514385571,67.79175045956475,4.083578694271173
B014,5.843399871522672,95.9321681488728,59.27252788246923,1.7841947729987127
B015,4.742761599389041,88.33990259169427,106.66006143206536,1.1499949670856044
B016,4.238713578140694,98.23557072718137,21.9782373243932,3.974915406263881
B017,3.832623219794804,94.87398746213012,20.0,3.8076321717709205
B018,5.773735528799509,96.2235276267333,78.06147824642665,3.505474898749434
B019,5.973499805927164,95.1203768354726,20.0,0.9032820760574871
B020,4.9505333199510195,95.3982948070705,35.28520805617703,0.9931049403053047
B021,4.712338543065417,95.94545066132987,20.0,1.3964433277479231
B022,5.345107958575591,89.48205556577491,20.0,0.9629750091132564
B023,3.7072314121928245,97.9810896607576,214.19116113619924,3.835503125211261
B024,3.7504137380806624,96.49295635908938,92.8510627703773,1.5007592044046474
B025,4.485158885440122,95.58574580467416,167.9415076526154,1.747204696200487
B026,4.426230077186729,98.74201275330238,20.0,2.5342575191670433
B027,4.608860588936247,95.52969007053753,21.201852455177566,0.7985128570145108
B028,5.0527302901843445,95.37175049420429,206.0898248531512,1.3697342097194967
B029,4.459186707760281,94.0475626509634,20.0,1.2296373141126815
B030,3.8733813797624808,97.53570072616922,213.8759834415571,1.957814250193422
B031,3.9968625272156664,97.06507015160842,44.650542032979146,1.2318376324913973
B032,6.299324450614538,98.6595860897281,123.70410992587236,3.855040638548737
B033,5.384767129061156,86.47152431256006,21.61158671080775,1.3470083356929807
B034,5.700711144682742,97.60398788822702,130.96232758067165,1.7520893905537598
B035,4.391685420636647,96.07714907020274,20.0,1.075594959694186
B036,4.535600239813686,88.88671023848015,187.45971994729626,3.319499151529892
B037,4.456411742666647,94.18744514478509,48.990242912436294,1.2484443580074926
B038,2.7152592851808404,97.61489000493182,25.535439082599993,1.0386293772067874
B039,3.1564852110508697,96.86516842646502,130.0544958370504,3.255757971124797
B040,2.354850346550006,77.90484989768521,847.4584918725719,7.217643198481153
B041,2.826227690154361,96.70962395642724,164.7642945223334,1.0319332174665263
B042,3.1450992285032457,95.15795516885352,172.9814890269248,1.3226518968573158
B043,5.608758945431353,95.36261590586012,486.4532954335182,3.1019796122269834
B044,4.817749720437444,95.49021092501206,58.621362014333236,1.1882435536257203
B045,5.91519004392427,93.9619993521407,20.484989435471732,1.0164138910562852
B046,5.417535587822433,96.9479343436237,125.40719240716126,1.4048782358205525
B047,1.7362761305565653,82.60006498062604,790.4347286038408,11.151911112494844
B048,3.6287032199666593,95.22852143525978,20.0,1.414472959034779
B049,2.3581186289601614,83.08617772515012,934.3899320704656,11.074305534846967
B050,4.881989339582843,95.70790547790784,20.0,1.2117578226776249
B051,4.028113810554003,96.36110135828913,154.8847690563738,2.721958763159534
B052,4.870444497221435,95.30966503466787,248.60521124164947,1.2982226477113017
B053,4.7567669804885,87.0282323283036,128.22439480685557,6.21549234623745
B054,1.7357549464055795,79.19140784161141,670.516264941534,12.749965017226824
B055,3.6109083378079916,95.92974235636306,77.51955199709057,8.575968815898225
B056,4.660433093629178,98.22431984593882,158.74704901098423,0.838279020723442
B057,3.9908544652179083,96.05094096127355,131.10127351454122,4.437199971563725
B058,4.26525883698781,86.98131415561446,20.0,1.1172614848290474
B059,4.498147738075424,97.34963496407953,50.017857615882534,0.9954580473408672
B060,4.6344682620725814,88.69388018056063,115.51766407764208,0.5855530465275951
B061,4.742271226434587,88.79956015006607,22.4336513504568,1.7794721834009917
B062,4.32948707594367,89.30966074675472,82.49671649062293,1.0254781400869903
B063,5.111933810118495,95.28192407676963,20.995024745446194,1.1635198407428695
B064,5.4037882865454785,95.86002136011618,196.87842951308656,3.8681937319034105
B065,3.81586646371828,87.81140518536343,185.50217750756582,1.9844552085038027
B066,5.401604015901163,86.58017880939282,152.10970334779023,4.562641304115136
B067,4.139419159648696,95.71005083482594,249.5126194403468,1.016699888709511
B068,4.673060677450497,97.47001740366451,148.95313986112893,1.032024027905588
B069,4.619951794520688,96.26107191417323,160.90046886509225,1.392342927166164
B070,4.172500900952505,94.51933253937051,512.7939560795858,1.3669967809970331
B071,3.61727856632867,94.28857664716857,121.20465925009093,3.9971817774555065
B072,4.612737483492649,89.8312536646231,68.96281252278786,1.4259437912615964
B073,3.6447113472412958,87.90064908871936,284.98623459299074,0.9564926564187057
B074,4.935586255454041,95.28784877372821,110.96408228911429,4.314522599097108
B075,5.461412922922381,95.6986090586133,111.3642246636891,0.6750723584709906
B076,4.24433369982053,94.37496147025094,160.3372808548142,3.579411112296151
B077,5.1413330250419325,97.56540466446278,192.31059934001726,1.3177052740294761
B078,4.8681597481927845,87.56764176865536,20.0,1.2097956448506926
B079,4.092521463575495,89.50414168051226,529.0481226469226,1.36834089907749
B080,5.14603031391448,96.05681688589205,115.54304188384853,1.372640816665371
B081,4.1055989690502255,97.57248517202528,20.0,1.0218484010375286
B082,5.815856415287872,96.28236394894739,310.07617810662185,2.3143889857434807
B083,4.546342517007386,96.93855592915598,176.17851922736466,0.9706532684297562
B084,4.824207951786838,88.79100235069717,20.0,4.075352940667235
B085,4.502872371564222,96.68562017287717,277.85780681220825,1.2335291337533605
B086,5.539192920442518,96.38272792490098,111.22869414690543,0.8434117862392657
B087,4.130705055581717,87.74386421227285,97.53285472698664,0.841010405059128
B088,1.9811787064225783,83.18797992982343,966.9388122918957,7.676875469446964
B089,4.767868385668153,95.0023693163945,116.60687309478726,4.019977457299213
B090,3.361252488735682,96.00473840657747,93.58826638059573,3.9213737454621915
B091,5.186086703367508,96.01637446272835,114.37773735812407,1.3861158329272683
B092,4.731838701831528,96.44268482867787,221.65711659406935,1.0315077920432445
B093,3.972391117117813,95.52758008951605,183.84422023184018,6.555896131332038
B094,5.585758503650794,88.34622093614854,110.32604526921686,1.650007420362197
B095,6.000678964910192,87.81427315627674,49.074679465248636,1.4026080340462332
B096,3.924003329768811,94.25985223081831,107.96375387607566,1.071800285162576
B097,4.218800754711882,88.01050751488253,84.21514465133453,3.214851037580059
B098,3.6063849490390165,94.78937813366683,20.0,1.821788489031718
B099,4.626185592857336,94.09217566130621,20.0,1.5503317447191054
B100,4.421561134492562,96.15056065275833,137.10537921426922,7.587377427341906
B101,5.3219167363390225,88.53667167622152,20.0,1.4787422064402922
B102,5.223434537274914,96.57936784631504,150.24169349657436,1.5100120760722917
B103,3.5104263628073693,96.62388777772166,92.33474389331832,0.9859741147799339
B104,5.040417928591246,93.87415207696533,296.3828314332234,1.7057048320686283
B105,3.6447384214430047,94.50288137930178,59.41662522492899,1.4150630975709169
B106,3.4382381944341174,98.17087358049504,191.74942095535147,2.508121763206446
B107,4.52308027834776,94.84807036391526,102.008806848787,1.2857401192981948
B108,4.066922773972932,96.67192513425036,125.8411524836715,1.1069817274535971
